id,descripcion,publicaDesde,fechaUltimaModificacion
404.0,"SUBASTA - PRODUCTORES EN GENERAL Y COMERCIALIZADORAS 
PERIODO DE ABASTECIMIENTO: 29/06/2026 al 12/07/2026
Fecha de Negociación: 18/06 de 10:00 a 10:30",2026-06-12T00:00:00,2026-06-12T09:10:03
