currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1405.0,2026-05-12T17:00:00,1405.0,2026-05-12T15:02:00,0.0,0.0,2026-05-12T17:30:08.9291988,Dollar,DOLAR
