currency,currencyName,currentPrice,currentPeriod,previousPrice,previousPeriod,nominalDifference,percentageDifference,lastUpdated,marketType,displayName
USD,Dolar U.S.A,1415.0,2026-05-05T17:02:00,1415.0,2026-05-05T15:02:00,0.0,0.0,2026-05-05T17:30:03.5472997,Dollar,DOLAR
